title,tags,servings,ingredients,ingredient_quantities,steps,rating,review_count
irish fadge (potato cakes),"['quick breads', 'breads', 'breakfast', 'lunch/snacks', 'european', 'healthy', ""st. patrick's day"", '< 60 mins', 'stove top', 'easy', 'inexpensive', 'scones']",4.0,"['potato', 'salt', 'butter', 'flour']","['1', '1/2', '2', '3/4 - 1']","['mash the potatoes (make sure there are no lumps).', 'sprinkle with salt and drizzle with the butter.', 'knead in enough flour to make a pliable dough (usually 3/4 cup is enough).', 'roll out to about 1/2"" thick and cut into round patties about 4""across.', 'heat a non stick skillet and brown on each side 3-4 minutes or until golden brown.', 'serve with butter (you can sprinkle them with sugar if you are serving them as a treat).', 'nb: these are very tasty fried in bacon grease and served with breakfast.']",4.5,9.0
moo shu shrimp,"['asian', '< 30 mins', 'stir fry', 'easy', 'vegetable']",4.0,"['garlic', 'small shrimp', 'mushrooms', 'carrot', 'green onion', 'napa cabbage', 'low sodium soy sauce', 'cornstarch', 'sriracha sauce', 'hoisin sauce', 'flour tortillas']","['2', '1', '1', '2', '1', '1/2', '6', '2', '2', '1', '2', '4']","['heat 1 tablespoon of the peanut oil in a large skillet over high heat.  add 1 1/2 teaspoons garlic and the shrimp.  stir fry for 3 minutes or until shrimp are cooked through.', 'remove shrimp from pan and keep warm.', 'add remaining 1 tablespoon of peanut oil to pan.', 'add remaining garlic and the mushrooms.  stir fry for 1 minute or until the mushrooms are tender.', 'add carrot and onions.  stir fry for 2 minutes.', 'add cabbage, cook another 2 minutes or until cabbage is wilted.', 'combine soy sauce, 1 tablespoon water, cornstarch and chili-garlic sauce in a small bowl, stirring to dissolve.', 'stir this mixture into the cabbage mixture.  remove from heat, stir in shrimp, tossing to coat.', 'place 1/2 cup of shrimp mixture onto tortilla, drizzle with hoisin sauce.  wrap it up and enjoy.']",4.5,7.0
kartoffelkloesse (german potato dumplings),"['vegetable', 'german', 'austrian', 'czech', 'european', 'healthy', '< 60 mins', 'stove top', 'potato']",6.0,"['russet potatoes', 'salt', 'ground nutmeg', 'all-purpose flour', 'cornstarch', 'egg', 'unsalted butter']","['1 1/2', '1 1/2', '1/8', '1/2', '1/8', '1', '2', '1', '1']","['trim crusts off bread and save them for another use.', 'cut bread into 1/2-inch cubes and fry in butter and oil mixture until golden brown, transfer to paper towel to dry.', 'cook scrubbed, unpeeled potatoes in large pot of boiling salted water until tender, about 45 minutes.', 'drain.', 'cool slightly.', 'peel.', 'cut potatoes into large pieces.', 'refrigerate until cold, about 30 minutes.', 'mash potatoes with fork or run through ricer into large bowl.', 'mix in salt and nutmeg.', 'add 1/2 cup flour and cornstarch.', 'using hands, knead mixture in bowl until smooth dough forms, adding more flour by tablespoonfuls if dough is sticky.', 'mix in egg.', 'form dough into balls, using 1/4 cupful for each.', 'insert bread cube into center of each dumpling; roll dumpling between palms to enclose bread cube completely and form smooth balls.', 'working in batches, cook dumplings in large pot of nearly boiling salted water 10-15 minutes (or until dumplings rise to top).', 'using slotted spoon, transfer dumplings to large bowl.', 'keep covered with a damp kitchen towel as remaining dumplings are cooked.', 'you should place no more than 4-5 dumplings in your pot at any one time in order to prevent them from sticking together or touching during cooking, which will cause them to fall apart.']",4.5,21.0
lazy cook's golumpki (stuffed cabbage),"['rice', 'vegetable', 'meat', 'polish', 'european', ""st. patrick's day"", 'easy', 'one dish meal']",6.0,"['ground beef', 'cabbage', 'tomato sauce', 'tomatoes', 'vinegar', 'salt', 'pepper', 'onion', 'water', 'ketchup', 'worcestershire sauce', 'garlic powder']","['1 1/2', '4', '1', '8', '12', '2', '1', '1', '1', '1', '1/2', '1', '1/2']","['cook beef and onion until done, drain.', 'add to remaining ingredients in crockpot.  cook over low 4-8 hours.', 'i make the day before (refrigerating) and when leaving for work turn on the following morning.']",5.0,9.0
big daddy's lemon pepper orzo,"['european', '< 30 mins', 'easy', 'greek']",4.0,"['orzo pasta', 'parmesan cheese', 'cream cheese', 'butter', 'fresh chives', 'cracked black pepper', 'lemon zest']","['2 1/2', '1', '2', '1/4', '1/4', '2', '2', '2', '1', '1']","['in a medium saute pan, bring the stock to a boil.', 'add the orzo and cook for 7 to 8 minutes until liquid is almost absorbed and orzo is tender. turn  off heat.', 'stir in the remaining ingredients.', 'season with salt and pepper to taste and serve. enjoy!']",5.0,11.0
green beans in sour cream,"['low protein', 'weeknight', '< 30 mins', 'beginner cook', 'easy', 'inexpensive', 'vegetable']",4.0,"['green beans', 'butter', 'margarine', 'onions', 'sour cream', 'plain yogurt', 'paprika']","['500', '30', '2', '1/2', '1 1/2']","['bring about 2 cm of lightly salted water to the boil in a medium-size saucepan.  add the trimmed beans and cook, covered, for 8 minutes or until crisp-tender. drain in a colander.', 'in the same saucepan, melt the butter and cook the onion over low heat for one minute.', 'return the beans to the saucepan, add the sour cream and paprika, and stir together.  heat the mixture gently. but do not let it boil or the sauce will curdle.', 'serve!']",5.0,15.0
italian wedding soup,"['penne', 'pork', 'meat', '< 4 hours', 'stocks']",10.0,"['eggs', 'ground beef', 'bulk italian sausage', 'carrots', 'celery ribs', 'onion', 'garlic cloves', 'olive oil', 'reduced-sodium chicken broth', 'beef broth', 'frozen chopped spinach', 'fresh basil', 'ketchup', 'dried thyme', 'bay leaves', 'penne pasta']","['2', '1/2', '1', '1', '3', '3', '1', '3', '4 1/2', '4', '2', '1', '1/4', '1', '4 1/2', '1/2', '3', '1 1/2']","['in a large bowl, combine eggs and bread crumbs. crumble beef and sausage over mixture; mix well. shape into 3/4-inch balls.', 'place meatballs on a greased rack in a foil-lined 15-inch 10-inch x 1-inch baking pan. bake at 350 degrees for 15-18 minutes or until no longer pink.', 'meanwhile, in a soup kettle or dutch oven, sauté carrots, celery, onion and garlic in oil until tender.', 'stir in the broth, spinach, basil, soup mix, ketchup, thyme and bay leaves.', 'drain meatballs on paper towels.', 'bring soup to a boil; add meatballs.', 'reduce heat; simmer, uncovered for 30 minutes.', 'add pasta; cook 13-15 minutes longer or until tender, stirring occasionally.', 'discard bay leaves before serving.']",5.0,8.0
creamy ham potatoes,"['pork', 'meat', 'weeknight', 'easy', 'one dish meal']",4.0,"['potatoes', 'onion', 'ham', 'butter', 'margarine', 'all-purpose flour', 'mustard seeds', 'salt', 'pepper', 'water', 'cheddar cheese']","['4', '1', '2', '2', '2', '1', '1/2', '1/4', '1', '1 1/3', '1']","['in a slow cooker, layer potatoes, onion& ham.', 'in a saucepan, melt butter.', 'stir in flour, mustard, salt& pepper until smooth.', 'combine soup& water; gradually stir into flour mixture.', 'bring to a boil; cook& stir for 2 minutes or until thickened& bubbly.', 'pour over ham.', 'cover & cook on low for 7-8 hours or until potatoes are tender.', 'sprinkle with cheese before serving.']",4.5,6.0
stupid easy 3 ingredient nacho dip,"['southwestern u.s.', 'very low carbs', 'potluck', '< 15 mins', 'easy', 'cheese']",10.0,"['cream cheese', 'cheese']","['2', '2', '1']","['layer the 2 packages of cream cheese on the bottom of a glass square 8x8 baking dish.', 'cover evenly with the 2 cans of hormel chili.', 'cover with the shredded cheese (some people use only half the bag --  i use the whole bag, it depends on what the preparer likes).', 'put in microwave (or oven) leave in until cheese in center is bubbly.']",5.0,96.0
chicago-style stuffed spinach pizza,"['spinach', 'greens', 'vegetable', 'european', 'oven', 'stove top', '< 4 hours', 'lunch/snacks']",6.0,"['active dry yeast', 'sugar', 'warm water', 'flour', 'olive oil', 'garlic', 'crushed tomatoes in puree', 'dried oregano', 'dried basil', 'salt', 'fresh ground black pepper', 'frozen chopped spinach', 'mozzarella cheese', 'fresh mushrooms', 'parmesan cheese', 'romano cheese', 'garlic', 'olive oil', 'dried basil', 'salt', 'fresh ground black pepper']","['2', '1', '2', '1/3', '4 -6', '2', '1', '1', '2', '1 1/2', '1/4', '1/4', '3', '2 1/2', '8', '1/2', '1/2', '2', '2', '1', '1/4', '1/4']","['crust: dissolve yeast and sugar in water in a large bowl; let stand until bubbly; stir in oil then stir in 4 cups of the flour until smooth; add additional flour as needed to form a stiff dough.', 'lightly flour the work surface; knead dough until smooth and elastic, about 7 to 10 minutes; put into a greased bowl; turn to coat top then let rise, covered, in a warm place until doubled, about 1 hour.', 'sauce: heat oil in a large saucepan over medium-high heat; add garlic, cook 2 minutes; stir in tomatoes, oregano, basil, salt and pepper; simmer until very thick, about 30 minutes or so.', 'filling: mix spinach, mozzarella, mushrooms, parmesan, romano, garlic, olive oil, basil, salt and pepper in a large bowl.', 'heat oven to 450°.', 'punch down dough; let rest 10 minutes.', 'lightly oil a 12-inch pizza pan that is at least 2"" deep.', 'roll two-thirds of dough into a 16-inch circle; let sides overhang the pan.', 'put the spinach mixture into center of dough; smooth evenly over the surface.', 'roll the remaining dough on a lightly floured surface to a 12-inch circle; place over the spinach filling then pinch the edges together and cut excess dough at the edges so that the bottom dough is level with the top crust.', 'pour sauce over the dough to cover.', 'bake until crust is golden, 20-40 minutes.', 'let stand 10 minutes before slicing into wedges for serving.', 'ice cold beer or root beer is great with this pizza.']",5.0,12.0
bbq chili drumsticks with avocado &amp; tomato salsa,"['chicken', 'poultry', 'vegetable', 'meat', 'south american', 'lactose free', 'egg free', 'free of...', '< 30 mins', 'easy', 'chicken thigh & leg']",4.0,"['chicken drumsticks', 'olive oil', 'ground cumin', 'chili powder', 'brown sugar', 'salt', 'pepper', 'cherry tomatoes', 'avocado', 'onion', 'lime juice']","['8', '1', '1', '2', '2', '1/2', '1/2', '1/2', '1', '1/4', '2', '2']","['remove the skin from the chicken. put the drumsticks in a medium bowl or plastic bag. drizzle them with the olive oil and sprinkle in the ground cumin, chili powder, brown sugar, salt and pepper. toss to coat.', 'preheat bbq. grill to medium heat. grill the chicken turning once, until fully cooked and browned - about 20 minutes or until a thermometer inserted into the chicken reads 165°f', 'while the chicken cooks prepare the fresh salsa; cut the cherry tomatoes in half and place in a medium size bowl. peel and dice the avocado, dice the onion, mince the cilantro and gently combine all the fresh vegetables. drizzle with fresh lime juice and toss again. serve alongside the chicken.']",5.0,7.0
doneraki's shrimp in tequila sauce,"['lactose free', 'egg free', 'free of...', '< 30 mins', 'easy', 'from scratch', 'southwestern u.s.']",4.0,"['large shrimp', 'lime juice', 'olive oil', 'garlic cloves', 'ground cumin']","['1', '1/4', '2', '2', '1', '2', '1/4']","['whisk together sauce ingredients.', 'heat sauce in a large skillet over medium-high heat until simmering.', 'add shrimp; cook just until they are pink and opaque, about 3 minutes per side.']",5.0,9.0
green chili fries,"['vegetable', 'mexican', 'low cholesterol', 'healthy', '< 60 mins', 'easy', 'potato']",4.0,"['potatoes', 'green chili sauce', 'cheddar cheese']","['6', '1', '1']","['peel and cut potatoes into french fry sticks.', 'either fry potatoes in oil or bake in a 400 oven for 15 to 20 minutes.', 'heat green chili in a saucepan.', 'when potatoes are done place on a broil proof pan, i use a metal pie pan, pour green chili on top then sprinkle with cheese.', 'place back into a broiler for 5 minutes to melt cheese.', 'optional toppings:  sour cream, onions, jalapenos, or guacamole.']",4.5,5.0
vegan lemon pancakes,"['european', 'lactose free', 'vegan', 'low cholesterol', 'egg free', 'healthy', 'free of...', '< 30 mins', 'stove top', 'easy', 'inexpensive', 'breakfast']",4.0,"['flour', 'baking soda', 'baking powder', 'sugar', 'nutmeg', 'soymilk', 'fresh lemon']","['1', '1', '1', '1', '1/4', '1', '1']","['mix together the dry ingredients.', 'zest lemon into a bowl and then add the juice and soy milk.', 'add liquid to dry and stir 20 times (or less).  the batter should be a little lumpy.']",4.5,5.0
crock pot green bean casserole,"['potluck', 'thanksgiving', 'oven', 'easy', 'inexpensive', 'vegetable']",6.0,"['french style green beans', 'mushroom pieces', 'nonfat milk', 'worcestershire sauce', 'black pepper', 'onion']","['1', '1', '1', '2', '1/2', '1', '1/2', '1']","['combine canned green beans with 1 can of mushrooms and onion slices. place in crock pot sprayed with cooking spray.', 'mix cream of mushroom soup, fat free milk, worcestershire sauce, black pepper and other can of mushrooms in separate bowl.', 'cover green beans with sauce. do not stir.', 'cook on low for 6-8 hours.']",4.5,5.0
beef mushroom barley soup,"['vegetable', 'meat', '< 4 hours', 'grains']",8.0,"['beef stew meat', 'onions', 'carrots', 'button mushroom', 'beef broth', 'barley', 'dried basil', 'pepper', 'tabasco sauce']","['1', '3', '6', '1', '8', '1', '1', '1', '1/4', '2']","['remove visible fat from beef and cut into small pieces.', 'brown meat (in 1 tsp olive oil if desired).', 'add onions and mushrooms and saute for 10 minutes.', 'stir in remaining ingredients, bring to a boil, reduce heat and simmer, uncovered, for at least 2 hours.', 'you can add some water if soup gets too thick.', 'pour into bowls and serve.']",4.5,7.0
"thai prawn and pineapple curry, ""kaeng khua saparot""","['one dish meal', 'lime', 'citrus', 'fruit', 'vegetable', 'thai', 'asian', 'spicy', '< 30 mins', 'stove top', 'stir fry', 'curries']",4.0,"['garlic', 'red curry paste', 'chopped tomatoes', 'coconut milk', 'pineapple', 'fish sauce', 'palm sugar', 'lime juice', 'kaffir lime leaves', 'fresh basil leaves']","['1', '2', '2', '2', '1', '4', '2', '1', '16', '2 -3', '1', '15']","['peel, devein, and behead the shrimp, leaving only the small tail shells on.', 'drop two tomatoes into boiling water for about a minute, then remove to cold water, peel, quarter, discard the seed pulp, and chop the flesh.', 'you want 2 tablespoons of chopped tomatoes.', 'in a little oil in a medium hot wok, briefly saute the garlic and basil, removing it and reserving it when the aroma is fully developed.', 'cook the curry paste briefly to develop the aroma, then add half the coconut milk, the fish sauce, tomatoes, pineapple, lime juice and sugar.', 'stir to combine fully.', 'add the prawns and cook until they turn slightly pink and opaque.', 'add the remainder of the coconut milk, the lime leaves and slivered chili, at the same time returning the sauted garlic and basil to the pan.', 'transfer to a serving dish and serve with steamed thai jasmine rice.']",5.0,11.0
